timestamp(ms),rx1 ,rx2 ,rx3 ,rx4 ,rx5 ,rx6 ,rx7 ,rx8 ,
"1712614909.727",,,,,,"1420","1604","1508",
"1712614909.748","1456",,,,,,,,
"1712614909.749",,"1068","1464","1464","1052","1416","1608","1508",
"1712614909.77","1460","1068",,,,,,,
"1712614909.771",,,"1464","1464","1052","1416","1608",,
"1712614909.772",,,,,,,,"1508",
"1712614909.792","1460",,,,,,,,
"1712614909.793",,"1068","1464","1464","1052","1420",,,
"1712614909.794",,,,,,,"1604","1508",
"1712614909.815","1460","1064","1464",,,,,,
"1712614909.816",,,,"1464","1052","1416","1608","1508",
"1712614909.836","1460",,,,,,,,
"1712614909.837",,"1064","1464","1464",,,,,
"1712614909.838",,,,,"1052","1416","1608","1504",
"1712614909.859","1460","1064","1464",,,,,,
"1712614909.86",,,,"1464","1052","1416","1604",,
"1712614909.861",,,,,,,,"1508",
"1712614909.882","1460","1064","1464","1464",,,,,
"1712614909.883",,,,,"1048","1420",,,
"1712614909.884",,,,,,,"1608","1508",
"1712614909.904","1460","1064","1464","1464",,,,,
"1712614909.905",,,,,"1052","1420","1604","1508",
"1712614909.926","1456","1064","1464","1464",,,,,
"1712614909.927",,,,,"1048","1420","1608","1508",
"1712614909.948","1464","1064",,,,,,,
"1712614909.949",,,"1464","1464","1052","1416","1608","1508",
"1712614909.97","1460","1068",,,,,,,
"1712614909.971",,,"1464","1464","1052","1416","1608",,
"1712614909.972",,,,,,,,"1508",
"1712614909.992","1456",,,,,,,,
"1712614909.993",,"1068","1460","1468","1048","1420",,,
"1712614909.994",,,,,,,"1604","1508",
"1712614910.015","1460","1068","1464","1468",,,,,
"1712614910.016",,,,,"1044","1420","1608","1508",
"1712614910.036","1460",,,,,,,,
"1712614910.037",,"1068","1460","1468","1048",,,,
"1712614910.038",,,,,,"1416","1608","1508",
"1712614910.059","1460","1068",,,,,,,
"1712614910.06",,,"1464","1464","1048","1420","1604",,
"1712614910.061",,,,,,,,"1508",
"1712614910.082","1460","1064","1464","1464","1048",,,,
"1712614910.083",,,,,,"1416","1608","1508",
"1712614910.103","1460",,,,,,,,
"1712614910.104",,"1068","1464","1468","1048",,,,
"1712614910.105",,,,,,"1416","1608","1508",
"1712614910.125","1460",,,,,,,,
"1712614910.126",,"1064","1464","1464",,,,,
"1712614910.127",,,,,"1048","1420","1608","1508",
"1712614910.148","1456","1068",,,,,,,
"1712614910.149",,,"1464","1464","1048","1416","1608",,
"1712614910.15",,,,,,,,"1508",
"1712614910.17","1460",,,,,,,,
"1712614910.171",,"1064","1464","1468","1052",,,,
"1712614910.172",,,,,,"1416","1608","1504",
"1712614910.192","1460",,,,,,,,
"1712614910.193",,"1064","1464","1464","1048",,,,
"1712614910.194",,,,,,"1416","1608","1508",
"1712614910.215","1456","1064","1464","1468",,,,,
"1712614910.216",,,,,"1048","1420","1604",,
"1712614910.217",,,,,,,,"1512",
"1712614910.236","1460",,,,,,,,
"1712614910.237",,"1064","1464",,,,,,
"1712614910.238",,,,"1464","1048","1420","1604","1508",
"1712614910.259","1456","1064",,,,,,,
"1712614910.26",,,"1464","1468","1048","1420",,,
"1712614910.261",,,,,,,"1604","1508",
"1712614910.282","1460","1064","1464","1464",,,,,
"1712614910.283",,,,,"1048","1416","1608","1508",
"1712614910.304","1460","1068","1460",,,,,,
"1712614910.305",,,,"1464","1052","1416","1604","1508",
"1712614910.326","1460","1064",,,,,,,
"1712614910.327",,,"1464","1464","1048","1416","1608",,
"1712614910.328",,,,,,,,"1504",
"1712614910.348","1460","1064",,,,,,,
"1712614910.349",,,"1464","1464","1048",,,,
"1712614910.35",,,,,,"1420","1608","1508",
"1712614910.37","1460",,,,,,,,
"1712614910.371",,"1064","1464","1464",,,,,
"1712614910.372",,,,,"1048","1420","1608","1508",
"1712614910.393","1460","1064","1464","1468","1044",,,,
"1712614910.394",,,,,,"1420","1604","1508",
"1712614910.415","1460","1068","1460",,,,,,
"1712614910.416",,,,"1468","1048","1416","1608",,
"1712614910.417",,,,,,,,"1508",
"1712614910.437","1460","1068",,,,,,,
"1712614910.438",,,"1464","1464","1048","1420","1604",,
"1712614910.439",,,,,,,,"1508",
"1712614910.459","1460",,,,,,,,
"1712614910.46",,"1068","1460","1468","1048",,,,
"1712614910.461",,,,,,"1416","1608","1512",
"1712614910.482","1460","1064","1464",,,,,,
"1712614910.483",,,,"1464","1048","1420","1608","1508",
"1712614910.503","1456",,,,,,,,
"1712614910.504",,"1068","1464",,,,,,
"1712614910.505",,,,"1464","1048","1420","1604","1504",
"1712614910.525","1460",,,,,,,,
"1712614910.526",,"1064","1464",,,,,,
"1712614910.527",,,,"1464","1048","1416",,,
"1712614910.528",,,,,,,"1608","1508",
"1712614910.548","1460",,,,,,,,
"1712614910.549",,"1064","1464","1464","1048",,,,
"1712614910.55",,,,,,"1420","1608","1508",
"1712614910.57","1460",,,,,,,,
"1712614910.571",,"1064","1464","1464","1052","1416",,,
"1712614910.572",,,,,,,"1608","1508",
"1712614910.593","1456","1068","1464",,,,,,
"1712614910.594",,,,"1464","1052","1416","1608",,
"1712614910.595",,,,,,,,"1508",
"1712614910.615","1460","1064","1460",,,,,,
"1712614910.616",,,,"1468","1048","1420","1604","1508",
"1712614910.636","1456",,,,,,,,
"1712614910.637",,"1068",,,,,,,
"1712614910.638",,,"1464","1468","1048","1416",,,
"1712614910.639",,,,,,,"1604","1508",
"1712614910.659","1460",,,,,,,,
"1712614910.66",,"1068","1464","1464",,,,,
"1712614910.661",,,,,"1048","1420","1604","1508",
"1712614910.682","1460","1068","1464",,,,,,
"1712614910.683",,,,"1468","1048","1416","1608","1508",
"1712614910.704","1460","1068","1464","1464",,,,,
"1712614910.705",,,,,"1048","1420","1608",,
"1712614910.706",,,,,,,,"1504",
"1712614910.726","1456","1068",,,,,,,
"1712614910.727",,,"1464","1464","1048","1420","1604",,
"1712614910.728",,,,,,,,"1508",
"1712614910.748","1456",,,,,,,,
"1712614910.749",,"1068","1464","1464","1048","1420",,,
"1712614910.75",,,,,,,"1604","1508",
"1712614910.77","1456",,,,,,,,
"1712614910.771",,"1068","1464","1464",,,,,
"1712614910.772",,,,,"1048","1420","1604","1508",
"1712614910.793","1460","1064","1464","1468","1048",,,,
"1712614910.794",,,,,,"1420","1604","1508",
"1712614910.815","1460","1064","1464",,,,,,
"1712614910.816",,,,"1464","1048","1420",,,
"1712614910.817",,,,,,,"1604","1512",
"1712614910.837","1460","1064",,,,,,,
"1712614910.838",,,"1464","1464","1052","1416","1604",,
"1712614910.839",,,,,,,,"1508",
"1712614910.859","1460",,,,,,,,
"1712614910.86",,"1064","1464","1464","1052","1416",,,
"1712614910.861",,,,,,,"1608","1508",
"1712614910.881","1456",,,,,,,,
"1712614910.882",,"1068","1464","1464",,,,,
"1712614910.883",,,,,"1052","1416","1608","1508",
"1712614910.904","1460","1068","1464","1464",,,,,
"1712614910.905",,,,,"1048","1420","1604","1508",
"1712614910.926","1460","1064","1464",,,,,,
"1712614910.927",,,,"1464","1052","1416","1608","1504",
"1712614910.948","1452","1068",,,,,,,
"1712614910.949",,,"1464","1464","1048","1420",,,
"1712614910.95",,,,,,,"1604","1508",
"1712614910.97","1460","1064",,,,,,,
"1712614910.971",,,"1464","1464","1052","1416",,,
"1712614910.972",,,,,,,"1608","1508",
"1712614910.992","1460",,,,,,,,
"1712614910.993",,"1064","1464","1464",,,,,
"1712614910.994",,,,,"1052","1416","1608","1508",
"1712614911.015","1460","1064","1464","1468",,,,,
"1712614911.016",,,,,"1048","1420","1604",,
"1712614911.017",,,,,,,,"1508",
"1712614911.037","1456","1068","1464",,,,,,
"1712614911.038",,,,"1464","1052","1416","1604","1508",
"1712614911.059","1460","1064",,,,,,,
"1712614911.06",,,"1464","1464","1048","1420",,,
"1712614911.061",,,,,,,"1604","1508",
"1712614911.081","1456","1068",,,,,,,
"1712614911.082",,,"1464","1464","1048",,,,
"1712614911.083",,,,,,"1420","1604","1508",
"1712614911.103","1460",,,,,,,,
"1712614911.104",,"1068","1460","1468","1048",,,,
"1712614911.105",,,,,,"1420","1604","1508",
"1712614911.126","1456","1068","1464","1464",,,,,
"1712614911.127",,,,,"1048","1420","1608",,
"1712614911.128",,,,,,,,"1508",
"1712614911.148","1460","1068","1460",,,,,,
"1712614911.149",,,,"1468","1048","1420","1604",,
"1712614911.15",,,,,,,,"1508",
"1712614911.17","1460","1068",,,,,,,
"1712614911.171",,,"1460","1468","1048","1420",,,
"1712614911.172",,,,,,,"1604","1508",
"1712614911.192","1456","1068",,,,,,,
"1712614911.193",,,"1464","1464","1048",,,,
"1712614911.194",,,,,,"1420","1604","1508",
"1712614911.214","1456",,,,,,,,
"1712614911.215",,"1068","1460","1468","1048",,,,
"1712614911.216",,,,,,"1420","1604","1508",
"1712614911.237","1460","1064","1464","1464",,,,,
"1712614911.238",,,,,"1048","1420","1604","1508",
"1712614911.259","1460","1064","1464",,,,,,
"1712614911.26",,,,"1464","1052","1416","1608",,
"1712614911.261",,,,,,,,"1508",
"1712614911.281","1460","1064","1464",,,,,,
"1712614911.282",,,,"1464","1052","1416",,,
"1712614911.283",,,,,,,"1608","1508",
"1712614911.303","1456","1068",,,,,,,
"1712614911.304",,,"1464","1464","1048",,,,
"1712614911.305",,,,,,"1424","1600","1508",
"1712614911.325","1456",,,,,,,,
"1712614911.326",,"1068","1464","1464","1048",,,,
"1712614911.327",,,,,,"1420","1604","1508",
"1712614911.348","1460","1064","1464","1464",,,,,
"1712614911.349",,,,,"1052","1416","1608","1508",
"1712614911.37","1460","1064","1464",,,,,,
"1712614911.371",,,,"1464","1052","1416","1608",,
"1712614911.372",,,,,,,,"1508",
"1712614911.392","1460","1068","1460",,,,,,
"1712614911.393",,,,"1468","1048","1420",,,
"1712614911.394",,,,,,,"1604","1508",
"1712614911.414","1464","1064",,,,,,,
"1712614911.415",,,"1464","1464","1052",,,,
"1712614911.416",,,,,,"1416","1604","1512",
"1712614911.436","1460",,,,,,,,
"1712614911.437",,"1068","1460","1468","1048",,,,
"1712614911.438",,,,,,"1420","1604","1512",
"1712614911.459","1460","1068","1460","1468",,,,,
"1712614911.46",,,,,"1048","1420","1604","1508",
"1712614911.481","1460","1064","1464",,,,,,
"1712614911.482",,,,"1464","1052","1416","1608",,
"1712614911.483",,,,,,,,"1508",
"1712614911.503","1460","1064",,,,,,,
"1712614911.504",,,"1464","1464","1048","1420",,,
"1712614911.505",,,,,,,"1608","1508",
"1712614911.525","1456","1064",,,,,,,
"1712614911.526",,,"1464","1468","1048",,,,
"1712614911.527",,,,,,"1416","1608","1508",
"1712614911.547","1460",,,,,,,,
"1712614911.548",,"1068","1464","1464","1048",,,,
"1712614911.549",,,,,,"1420","1608","1508",
"1712614911.57","1460","1064","1464","1464",,,,,
"1712614911.571",,,,,"1052","1416","1608",,
"1712614911.572",,,,,,,,"1508",
"1712614911.592","1452","1068","1464",,,,,,
"1712614911.593",,,,"1464","1052","1416","1608",,
"1712614911.594",,,,,,,,"1508",
"1712614911.614","1456","1064",,,,,,,
"1712614911.615",,,"1464","1464","1052","1416",,,
"1712614911.616",,,,,,,"1608","1508",
"1712614911.636","1456",,,,,,,,
"1712614911.637",,"1068","1464","1464","1052",,,,
"1712614911.638",,,,,,"1416","1608","1508",
"1712614911.658","1460",,,,,,,,
"1712614911.659",,"1068","1464","1464",,,,,
"1712614911.66",,,,,"1048","1420","1604","1508",
"1712614911.681","1460","1064","1464",,,,,,
"1712614911.682",,,,"1464","1052","1416","1608",,
"1712614911.683",,,,,,,,"1508",
"1712614911.703","1456","1068","1464",,,,,,
"1712614911.704",,,,"1464","1052","1416",,,
"1712614911.705",,,,,,,"1608","1508",
"1712614911.725","1456","1068",,,,,,,
"1712614911.726",,,"1464","1464","1052",,,,
"1712614911.727",,,,,,"1420","1604","1508",
"1712614911.747","1460",,,,,,,,
"1712614911.748",,"1068","1460","1468","1048",,,,
"1712614911.749",,,,,,"1420","1608","1508",
"1712614911.77","1460","1068","1460","1468",,,,,
"1712614911.771",,,,,"1048","1420","1604",,
"1712614911.772",,,,,,,,"1508",
"1712614911.792","1460","1064","1464",,,,,,
"1712614911.793",,,,"1464","1052","1416","1608",,
"1712614911.794",,,,,,,,"1508",
"1712614911.814","1460","1064",,,,,,,
"1712614911.815",,,"1464","1464","1048","1420",,,
"1712614911.816",,,,,,,"1608","1508",
"1712614911.836","1460","1064",,,,,,,
"1712614911.837",,,"1464","1464","1048",,,,
"1712614911.838",,,,,,"1420","1604","1508",
"1712614911.858","1460",,,,,,,,
"1712614911.859",,"1064","1464","1464",,,,,
"1712614911.86",,,,,"1052","1416","1608","1508",
"1712614911.881","1460","1068","1464","1468",,,,,
"1712614911.882",,,,,"1048","1416","1608",,
"1712614911.883",,,,,,,,"1508",
"1712614911.903","1456","1068","1464",,,,,,
"1712614911.904",,,,"1468","1048","1416",,,
"1712614911.905",,,,,,,"1608","1508",
"1712614911.925","1460","1064",,,,,,,
"1712614911.926",,,"1468","1464","1048",,,,
"1712614911.927",,,,,,"1420","1608","1508",
"1712614911.947","1460",,,,,,,,
"1712614911.948",,"1068","1460","1460","1048",,,,
"1712614911.949",,,,,,"1420","1608","1508",
"1712614911.97","1460","1064","1464","1468",,,,,
"1712614911.971",,,,,"1048","1416","1608","1508",
"1712614911.992","1460","1064","1464",,,,,,
"1712614911.993",,,,"1464","1048","1420","1608",,
"1712614911.994",,,,,,,,"1504",
"1712614912.014","1460","1068",,,,,,,
"1712614912.015",,,"1460","1468","1052","1416",,,
"1712614912.016",,,,,,,"1608","1508",
"1712614912.036","1456","1068",,,,,,,
"1712614912.037",,,"1464","1464","1048",,,,
"1712614912.038",,,,,,"1420","1604","1508",
"1712614912.058","1460",,,,,,,,
"1712614912.059",,"1068","1460","1468",,,,,
"1712614912.06",,,,,"1048","1420","1608","1508",
"1712614912.081","1460","1064","1464","1464",,,,,
"1712614912.082",,,,,"1052","1420","1604",,
"1712614912.083",,,,,,,,"1508",
"1712614912.103","1456","1068","1464",,,,,,
"1712614912.104",,,,"1464","1048","1420",,,
"1712614912.105",,,,,,,"1604","1508",
"1712614912.125","1460","1068",,,,,,,
"1712614912.126",,,"1464","1464","1048","1420",,,
"1712614912.127",,,,,,,"1608","1508",
"1712614912.147","1460",,,,,,,,
"1712614912.148",,"1064","1464","1468","1048",,,,
"1712614912.149",,,,,,"1420","1608","1508",
"1712614912.17","1460","1064","1464","1468",,,,,
"1712614912.171",,,,,"1048","1416","1604","1512",
"1712614912.192","1460","1068","1464",,,,,,
"1712614912.193",,,,"1464","1052","1416","1608",,
"1712614912.194",,,,,,,,"1508",
"1712614912.214","1460","1064",,,,,,,
"1712614912.215",,,"1464","1464","1052","1416",,,
"1712614912.216",,,,,,,"1608","1508",
"1712614912.236","1460","1068",,,,,,,
"1712614912.237",,,"1464","1464","1048",,,,
"1712614912.238",,,,,,"1420","1608","1508",
"1712614912.258","1460",,,,,,,,
"1712614912.259",,"1064","1464","1468","1048",,,,
"1712614912.26",,,,,,"1420","1604","1508",
"1712614912.281","1460","1064","1468","1460",,,,,
"1712614912.282",,,,,"1048","1420","1608",,
"1712614912.283",,,,,,,,"1508",
"1712614912.303","1460","1068","1460",,,,,,
"1712614912.304",,,,"1468","1048","1420","1604",,
"1712614912.305",,,,,,,,"1508",
"1712614912.325","1460","1064",,,,,,,
"1712614912.326",,,"1464","1468","1048","1420",,,
"1712614912.327",,,,,,,"1604","1512",
"1712614912.347","1460",,,,,,,,
"1712614912.348",,"1064","1464","1468","1048",,,,
"1712614912.349",,,,,,"1420","1604","1508",
"1712614912.369","1460",,,,,,,,
"1712614912.37",,"1068","1460","1468",,,,,
"1712614912.371",,,,,"1048","1420","1604","1512",
"1712614912.392","1460","1068","1460",,,,,,
"1712614912.393",,,,"1468","1048","1420","1604",,
"1712614912.394",,,,,,,,"1508",
"1712614912.414","1456","1068","1464",,,,,,
"1712614912.415",,,,"1464","1052","1416",,,
"1712614912.416",,,,,,,"1608","1508",
"1712614912.436","1460","1064",,,,,,,
"1712614912.437",,,"1464","1464","1052",,,,
"1712614912.438",,,,,,"1416","1608","1508",
"1712614912.458","1460",,,,,,,,
"1712614912.459",,"1068","1460","1468","1048",,,,
"1712614912.46",,,,,,"1420","1604","1508",
"1712614912.481","1456","1068","1460","1468",,,,,
"1712614912.482",,,,,"1048","1420","1604","1508",
"1712614912.503","1456","1068","1464",,,,,,
"1712614912.504",,,,"1464","1048","1420","1608",,
"1712614912.505",,,,,,,,"1508",
"1712614912.525","1460","1064",,,,,,,
"1712614912.526",,,"1464","1464","1052","1416",,,
"1712614912.527",,,,,,,"1608","1508",
"1712614912.547","1456","1068",,,,,,,
"1712614912.548",,,"1460","1468","1048",,,,
"1712614912.549",,,,,,"1416","1608","1508",
"1712614912.569","1460",,,,,,,,
"1712614912.57",,"1064","1464","1464","1048",,,,
"1712614912.571",,,,,,"1420","1608","1504",
"1712614912.592","1456","1068","1464","1464",,,,,
"1712614912.593",,,,,"1048","1416","1608","1504",
"1712614912.614","1460","1064","1464",,,,,,
"1712614912.615",,,,"1464","1048","1420","1604",,
"1712614912.616",,,,,,,,"1508",
"1712614912.636","1460","1064",,,,,,,
"1712614912.637",,,"1464","1464","1048","1420",,,
"1712614912.638",,,,,,,"1604","1508",
"1712614912.658","1460","1064",,,,,,,
"1712614912.659",,,"1464","1464","1048",,,,
"1712614912.66",,,,,,"1420","1604","1508",
"1712614912.68","1460",,,,,,,,
"1712614912.681",,"1064","1464","1468","1052",,,,
"1712614912.682",,,,,,"1412","1608","1508",
"1712614912.703","1460","1064","1464","1464",,,,,
"1712614912.704",,,,,"1048","1420","1604","1512",
"1712614912.725","1460","1064","1464",,,,,,
"1712614912.726",,,,"1464","1048","1420","1604",,
"1712614912.727",,,,,,,,"1508",
"1712614912.747","1460","1064","1464",,,,,,
"1712614912.748",,,,"1464","1048","1420",,,
"1712614912.749",,,,,,,"1604","1508",
"1712614912.769","1460","1064",,,,,,,
"1712614912.77",,,"1464","1464","1048",,,,
"1712614912.771",,,,,,"1420","1608","1504",
"1712614912.791","1460","1064",,,,,,,
"1712614912.792",,,"1464","1464","1048","1420",,,
"1712614912.793",,,,,,,"1604","1508",
"1712614912.813","1460",,,,,,,,
"1712614912.814",,"1068","1464","1464","1048",,,,
"1712614912.815",,,,,,"1420","1604","1508",
"1712614912.835","1460",,,,,,,,
"1712614912.836",,"1068","1464","1464",,,,,
"1712614912.837",,,,,"1048","1420","1604","1508",
"1712614912.858","1460","1068","1464","1464",,,,,
"1712614912.859",,,,,"1048","1420","1604","1508",
"1712614912.88","1460","1064",,,,,,,
"1712614912.881",,,"1464","1464","1048","1420",,,
"1712614912.89",,,,,,,"1604","1508",
"1712614912.901","1460",,,,,,,,
"1712614912.902",,"1064",,,,,,,
"1712614912.903",,,"1464","1464","1048","1420","1604",,
"1712614912.904",,,,,,,,"1508",
"1712614912.924","1460",,,,,,,,
"1712614912.925",,"1064","1464","1464","1048",,,,
"1712614912.926",,,,,,"1420","1604","1508",
"1712614912.946","1456",,,,,,,,
"1712614912.947",,"1064","1464","1468",,,,,
"1712614912.948",,,,,"1048","1416","1604","1512",
"1712614912.969","1460","1064","1464","1464",,,,,
"1712614912.97",,,,,"1048","1420","1608",,
"1712614912.971",,,,,,,,"1508",
"1712614912.991","1460","1064",,,,,,,
"1712614912.992",,,"1464","1464","1048","1420","1604",,
"1712614912.993",,,,,,,,"1508",
"1712614913.013","1460","1064",,,,,,,
"1712614913.014",,,"1464","1464","1048","1420",,,
"1712614913.015",,,,,,,"1604","1508",
"1712614913.035","1460","1064",,,,,,,
"1712614913.036",,,"1464","1464","1048",,,,
"1712614913.037",,,,,,"1416","1608","1508",
"1712614913.058","1460","1064","1464","1464",,,,,
"1712614913.059",,,,,"1052","1412","1608","1508",
"1712614913.08","1464","1060","1460",,,,,,
"1712614913.081",,,,"1468","1048","1416","1608",,
"1712614913.082",,,,,,,,"1508",
"1712614913.102","1456","1068",,,,,,,
"1712614913.103",,,"1460","1468","1048","1420",,,
"1712614913.104",,,,,,,"1604","1508",
"1712614913.124","1460",,,,,,,,
"1712614913.125",,"1068","1460","1468","1048","1416",,,
"1712614913.126",,,,,,,"1608","1508",
"1712614913.146","1460",,,,,,,,
"1712614913.147",,"1068","1464","1464","1048",,,,
"1712614913.148",,,,,,"1416","1608","1508",
"1712614913.169","1460","1068","1464","1464",,,,,
"1712614913.17",,,,,"1048","1416","1608","1508",
"1712614913.191","1460","1068","1460",,,,,,
"1712614913.192",,,,"1468","1048","1420","1604",,
"1712614913.193",,,,,,,,"1508",
"1712614913.213","1460","1064",,,,,,,
"1712614913.214",,,"1464","1468","1048","1420",,,
"1712614913.215",,,,,,,"1604","1512",
"1712614913.235","1460",,,,,,,,
"1712614913.236",,"1068","1464","1464","1048",,,,
"1712614913.237",,,,,,"1420","1608","1504",
"1712614913.257","1460",,,,,,,,
"1712614913.258",,"1064","1464","1468",,,,,
"1712614913.259",,,,,"1048","1420","1604","1508",
"1712614913.28","1460","1068","1464","1464",,,,,
"1712614913.281",,,,,"1052","1416","1608","1508",
"1712614913.302","1460","1068","1464",,,,,,
"1712614913.303",,,,"1464","1048","1420","1608",,
"1712614913.304",,,,,,,,"1508",
"1712614913.324","1460","1068",,,,,,,
"1712614913.325",,,"1464","1464","1048","1420",,,
"1712614913.326",,,,,,,"1608","1508",
"1712614913.346","1460",,,,,,,,
"1712614913.347",,"1068","1464","1464","1048",,,,
"1712614913.348",,,,,,"1420","1608","1508",
"1712614913.368","1460",,,,,,,,
"1712614913.369",,"1068","1460","1468",,,,,
"1712614913.37",,,,,"1048","1420","1608","1508",
"1712614913.399","1460","1068","1460","1468","1048","1420","1604","1508",
"1712614913.413","1456","1068","1464",,,,,,
"1712614913.414",,,,"1464","1052","1416",,,
"1712614913.415",,,,,,,"1608","1504",
"1712614913.435","1460","1064",,,,,,,
"1712614913.436",,,"1464","1468","1048",,,,
"1712614913.437",,,,,,"1420","1604","1508",
"1712614913.457","1460",,,,,,,,
"1712614913.458",,"1068","1464","1464","1052",,,,
"1712614913.459",,,,,,"1416","1608","1508",
"1712614913.48","1460","1064","1464","1468",,,,,
"1712614913.481",,,,,"1048","1420","1604","1508",
"1712614913.502","1460","1064","1464",,,,,,
"1712614913.503",,,,"1464","1052","1420","1604",,
"1712614913.504",,,,,,,,"1508",
"1712614913.524","1460","1064",,,,,,,
"1712614913.525",,,"1464","1464","1052","1416",,,
"1712614913.526",,,,,,,"1608","1508",
"1712614913.546","1456",,,,,,,,
"1712614913.547",,"1068","1464","1464","1052",,,,
"1712614913.548",,,,,,"1416","1604","1508",
"1712614913.568","1460",,,,,,,,
"1712614913.569",,"1064","1464","1464",,,,,
"1712614913.57",,,,,"1048","1420","1604","1508",
"1712614913.591","1456","1064","1464",,,,,,
"1712614913.592",,,,"1464","1052","1420","1604",,
"1712614913.593",,,,,,,,"1508",
"1712614913.613","1456","1068","1464",,,,,,
"1712614913.614",,,,"1464","1052","1416",,,
"1712614913.615",,,,,,,"1608","1508",
"1712614913.635","1460","1068",,,,,,,
"1712614913.636",,,"1464","1464","1052",,,,
"1712614913.637",,,,,,"1416","1608","1508",
"1712614913.657","1460",,,,,,,,
"1712614913.658",,"1064","1464","1464","1048",,,,
"1712614913.659",,,,,,"1420","1608","1504",
"1712614913.68","1460","1068","1464","1464",,,,,
"1712614913.681",,,,,"1048","1416","1608","1508",
"1712614913.702","1460","1068","1464",,,,,,
"1712614913.703",,,,"1464","1048","1420","1604",,
"1712614913.704",,,,,,,,"1508",
"1712614913.724","1460","1068",,,,,,,
"1712614913.725",,,"1464","1464","1048","1420",,,
"1712614913.726",,,,,,,"1604","1508",
"1712614913.746","1460","1068",,,,,,,
"1712614913.747",,,"1464","1464","1048",,,,
"1712614913.748",,,,,,"1420","1604","1508",
"1712614913.768","1460",,,,,,,,
"1712614913.769",,"1068","1460","1464",,,,,
"1712614913.77",,,,,"1048","1416","1608","1508",
"1712614913.791","1460","1068","1464","1468",,,,,
"1712614913.792",,,,,"1048","1416","1608",,
"1712614913.793",,,,,,,,"1508",
"1712614913.813","1460","1068","1460",,,,,,
"1712614913.814",,,,"1464","1048","1420",,,
"1712614913.815",,,,,,,"1608","1508",
"1712614913.835","1460","1068",,,,,,,
"1712614913.836",,,"1464","1464","1048","1416",,,
"1712614913.837",,,,,,,"1608","1508",
"1712614913.857","1460",,,,,,,,
"1712614913.858",,"1064","1464","1464","1048",,,,
"1712614913.859",,,,,,"1420","1604","1508",
"1712614913.88","1456","1072","1460","1464",,,,,
"1712614913.881",,,,,"1048","1420","1604","1508",
"1712614913.908","1456","1068","1464","1464","1052","1416","1608","1508",
"1712614913.924","1460","1064",,,,,,,
"1712614913.925",,,"1464","1468","1044","1416",,,
"1712614913.926",,,,,,,"1608","1508",
"1712614913.946","1460","1064",,,,,,,
"1712614913.947",,,"1464","1468","1048",,,,
"1712614913.948",,,,,,"1420","1608","1508",
"1712614913.968","1460",,,,,,,,
"1712614913.969",,"1064","1464","1464",,,,,
"1712614913.97",,,,,"1048","1416","1604","1512",
"1712614913.991","1456","1068","1464","1464",,,,,
"1712614913.992",,,,,"1048","1420","1604",,
"1712614913.993",,,,,,,,"1508",
"1712614914.013","1460","1064","1460",,,,,,
"1712614914.014",,,,"1468","1048","1420","1608",,
"1712614914.015",,,,,,,,"1504",
"1712614914.035","1460","1064",,,,,,,
"1712614914.036",,,"1464","1464","1052","1416",,,
"1712614914.037",,,,,,,"1608","1508",
"1712614914.057","1456",,,,,,,,
"1712614914.058",,"1068","1460","1468","1048",,,,
"1712614914.059",,,,,,"1420","1608","1508",
"1712614914.08","1460","1064","1464","1464",,,,,
"1712614914.081",,,,,"1052","1416","1604","1512",
"1712614914.102","1460","1068","1464",,,,,,
"1712614914.103",,,,"1464","1048","1420","1604",,
"1712614914.104",,,,,,,,"1508",
"1712614914.124","1464","1064","1464",,,,,,
"1712614914.125",,,,"1464","1052","1416",,,
"1712614914.126",,,,,,,"1608","1508",
"1712614914.146","1460","1064",,,,,,,
"1712614914.147",,,"1464","1464","1048",,,,
"1712614914.148",,,,,,"1420","1608","1508",
"1712614914.168","1460",,,,,,,,
"1712614914.169",,"1064","1464","1464","1048",,,,
"1712614914.17",,,,,,"1416","1608","1508",
"1712614914.191","1460","1064","1464","1464",,,,,
"1712614914.192",,,,,"1048","1420","1604",,
"1712614914.193",,,,,,,,"1508",
"1712614914.213","1460","1064","1464",,,,,,
"1712614914.214",,,,"1468","1044","1420","1608",,
"1712614914.215",,,,,,,,"1508",
"1712614914.235","1460","1068",,,,,,,
"1712614914.236",,,"1464","1464","1048","1420",,,
"1712614914.237",,,,,,,"1604","1508",
"1712614914.257","1460","1068",,,,,,,
"1712614914.258",,,"1460","1468","1048",,,,
"1712614914.259",,,,,,"1416","1608","1508",
"1712614914.279","1460",,,,,,,,
"1712614914.28",,"1068","1464","1464",,,,,
"1712614914.281",,,,,"1048","1416","1608","1508",
"1712614914.302","1460","1068","1460","1468",,,,,
"1712614914.303",,,,,"1048","1416","1608",,
"1712614914.304",,,,,,,,"1508",
"1712614914.324","1456","1068","1460",,,,,,
"1712614914.325",,,,"1468","1048","1416",,,
"1712614914.326",,,,,,,"1608","1508",
"1712614914.346","1464","1064",,,,,,,
"1712614914.347",,,"1464","1464","1048","1420",,,
"1712614914.348",,,,,,,"1604","1512",
"1712614914.368","1460",,,,,,,,
"1712614914.369",,"1064","1464","1468","1048",,,,
"1712614914.37",,,,,,"1420","1604","1508",
"1712614914.39","1456",,,,,,,,
"1712614914.391",,"1068","1464","1464",,,,,
"1712614914.392",,,,,"1052","1416","1608","1508",
"1712614914.416","1460","1068","1464","1464","1052","1416","1604","1508",
