timestamp(ms),rx1 ,rx2 ,rx3 ,rx4 ,rx5 ,rx6 ,rx7 ,rx8 ,
"1712614947.044",,"1076","1464","1464",,,,,
"1712614947.045",,,,,"1048","1048","1472","1744",
"1712614947.066","1456","1076","1464","1468",,,,,
"1712614947.067",,,,,"1048","1048","1484",,
"1712614947.068",,,,,,,,"1760",
"1712614947.088","1460","1076","1464",,,,,,
"1712614947.089",,,,"1464","1048","1052","1508",,
"1712614947.09",,,,,,,,"1808",
"1712614947.11","1460","1076",,,,,,,
"1712614947.111",,,"1464","1468","1048","1048",,,
"1712614947.112",,,,,,,"1516","1844",
"1712614947.132","1460",,,,,,,,
"1712614947.133",,"1076","1464","1464","1048",,,,
"1712614947.134",,,,,,"1052","1552","1876",
"1712614947.154","1456",,,,,,,,
"1712614947.155",,"1080","1464","1464",,,,,
"1712614947.156",,,,,"1048","1052","1628","1880",
"1712614947.177","1460","1076","1464",,,,,,
"1712614947.178",,,,"1464","1052","1048","1656",,
"1712614947.179",,,,,,,,"1876",
"1712614947.199","1460","1076","1464",,,,,,
"1712614947.2",,,,"1464","1048","1052",,,
"1712614947.201",,,,,,,"1696","1876",
"1712614947.221","1456","1080",,,,,,,
"1712614947.222",,,"1460","1468","1048",,,,
"1712614947.223",,,,,,"1052","1712","1876",
"1712614947.243","1460",,,,,,,,
"1712614947.244",,"1076","1464","1464","1052",,,,
"1712614947.245",,,,,,"1048","1740","1880",
"1712614947.266","1460","1076","1464","1468",,,,,
"1712614947.267",,,,,"1048","1048","1760","1876",
"1712614947.288","1460","1084","1456",,,,,,
"1712614947.289",,,,"1468","1048","1052","1776",,
"1712614947.29",,,,,,,,"1876",
"1712614947.31","1456","1076",,,,,,,
"1712614947.311",,,"1464","1468","1048","1052",,,
"1712614947.312",,,,,,,"1784","1880",
"1712614947.332","1460","1076",,,,,,,
"1712614947.333",,,"1464","1468","1048",,,,
"1712614947.334",,,,,,"1048","1828","1876",
"1712614947.354","1456",,,,,,,,
"1712614947.355",,"1076","1464","1468",,,,,
"1712614947.356",,,,,"1052","1048","1848","1876",
"1712614947.377","1456","1080","1464","1464",,,,,
"1712614947.378",,,,,"1048","1052","1852",,
"1712614947.379",,,,,,,,"1880",
"1712614947.399","1460","1076","1464",,,,,,
"1712614947.4",,,,"1468","1048","1048",,,
"1712614947.401",,,,,,,"1856","1880",
"1712614947.421","1460","1076",,,,,,,
"1712614947.422",,,"1464","1464","1052","1048",,,
"1712614947.423",,,,,,,"1872","1880",
"1712614947.443","1460",,,,,,,,
"1712614947.444",,"1080","1460","1468","1048",,,,
"1712614947.445",,,,,,"1048","1876","1880",
"1712614947.466","1460","1080","1460","1464",,,,,
"1712614947.467",,,,,"1048","1052","1876","1876",
"1712614947.493","1456","1080","1460","1468","1048","1048","1876","1880",
"1712614947.51","1460","1076",,,,,,,
"1712614947.511",,,"1464","1468","1048","1048",,,
"1712614947.512",,,,,,,"1876","1880",
"1712614947.532","1456","1080",,,,,,,
"1712614947.533",,,"1460","1468","1048",,,,
"1712614947.534",,,,,,"1052","1876","1876",
"1712614947.554","1460",,,,,,,,
"1712614947.555",,"1076","1464","1468",,,,,
"1712614947.556",,,,,"1048","1048","1876","1880",
"1712614947.577","1460","1076","1464",,,,,,
"1712614947.578",,,,"1468","1048","1048","1880",,
"1712614947.579",,,,,,,,"1876",
"1712614947.599","1456","1080","1460",,,,,,
"1712614947.6",,,,"1468","1052","1048",,,
"1712614947.601",,,,,,,"1880","1876",
"1712614947.621","1464","1072",,,,,,,
"1712614947.622",,,"1464","1468","1048",,,,
"1712614947.623",,,,,,"1052","1876","1876",
"1712614947.643","1456",,,,,,,,
"1712614947.644",,"1080","1460","1468","1052",,,,
"1712614947.645",,,,,,"1048","1876","1880",
"1712614947.666","1452","1076","1464","1468",,,,,
"1712614947.667",,,,,"1048","1048","1880",,
"1712614947.668",,,,,,,,"1876",
"1712614947.688","1456","1076","1464",,,,,,
"1712614947.689",,,,"1468","1048","1048","1880",,
"1712614947.69",,,,,,,,"1876",
"1712614947.71","1456","1076",,,,,,,
"1712614947.711",,,"1464","1468","1048","1048",,,
"1712614947.712",,,,,,,"1880","1876",
"1712614947.732","1456",,,,,,,,
"1712614947.733",,"1076","1464","1468","1048",,,,
"1712614947.734",,,,,,"1048","1880","1876",
"1712614947.754","1460",,,,,,,,
"1712614947.755",,"1076","1464","1468",,,,,
"1712614947.756",,,,,"1048","1048","1880","1876",
"1712614947.777","1460","1072","1464",,,,,,
"1712614947.778",,,,"1468","1048","1048","1880",,
"1712614947.779",,,,,,,,"1876",
"1712614947.799","1460","1076","1464",,,,,,
"1712614947.8",,,,"1468","1048","1048",,,
"1712614947.801",,,,,,,"1876","1880",
"1712614947.821","1456","1080",,,,,,,
"1712614947.822",,,"1460","1468","1052",,,,
"1712614947.823",,,,,,"1048","1876","1880",
"1712614947.843","1460",,,,,,,,
"1712614947.844",,"1076","1464","1468","1048",,,,
"1712614947.845",,,,,,"1048","1880","1876",
"1712614947.866","1460","1076","1464","1468",,,,,
"1712614947.867",,,,,"1048","1052","1876",,
"1712614947.868",,,,,,,,"1876",
"1712614947.888","1456","1080","1464",,,,,,
"1712614947.889",,,,"1464","1048","1052","1876",,
"1712614947.89",,,,,,,,"1876",
"1712614947.91","1460","1076",,,,,,,
"1712614947.911",,,"1460","1468","1048","1052",,,
"1712614947.912",,,,,,,"1876","1876",
"1712614947.932","1460",,,,,,,,
"1712614947.933",,"1076","1464","1468","1048",,,,
"1712614947.934",,,,,,"1048","1876","1880",
"1712614947.955","1460","1076","1464","1468",,,,,
"1712614947.956",,,,,"1048","1048","1860","1876",
"1712614947.977","1460","1080","1464",,,,,,
"1712614947.978",,,,"1464","1048","1052","1812",,
"1712614947.979",,,,,,,,"1880",
"1712614948.001","1460","1076","1464","1468","1048","1048","1792","1876",
"1712614948.021","1460","1076",,,,,,,
"1712614948.022",,,"1464","1464","1048",,,,
"1712614948.023",,,,,,"1052","1708","1824",
"1712614948.043","1460",,,,,,,,
"1712614948.044",,"1076","1464","1468",,,,,
"1712614948.045",,,,,"1048","1048","1644","1776",
"1712614948.066","1456","1076","1464","1468",,,,,
"1712614948.067",,,,,"1048","1048","1604",,
"1712614948.068",,,,,,,,"1764",
"1712614948.088","1460","1080","1460",,,,,,
"1712614948.089",,,,"1468","1048","1052",,,
"1712614948.09",,,,,,,"1524","1716",
"1712614948.11","1460","1076",,,,,,,
"1712614948.111",,,"1464","1468","1048","1048",,,
"1712614948.112",,,,,,,"1492","1684",
"1712614948.132","1464",,,,,,,,
"1712614948.133",,"1076","1464","1464","1052",,,,
"1712614948.134",,,,,,"1048","1412","1624",
"1712614948.154","1460",,,,,,,,
"1712614948.155",,"1080","1460","1464",,,,,
"1712614948.156",,,,,"1052","1048","1380","1592",
"1712614948.177","1460","1076","1464",,,,,,
"1712614948.178",,,,"1464","1052","1048","1344",,
"1712614948.179",,,,,,,,"1556",
"1712614948.199","1456","1080","1460",,,,,,
"1712614948.2",,,,"1468","1048","1048",,,
"1712614948.201",,,,,,,"1284","1488",
"1712614948.221","1456","1080",,,,,,,
"1712614948.222",,,"1460","1468","1052",,,,
"1712614948.223",,,,,,"1048","1256","1452",
"1712614948.243","1460",,,,,,,,
"1712614948.244",,"1076","1464","1468","1048",,,,
"1712614948.245",,,,,,"1048","1148","1292",
"1712614948.266","1460","1076","1464","1464",,,,,
"1712614948.267",,,,,"1048","1052","1124",,
"1712614948.268",,,,,,,,"1268",
"1712614948.288","1460","1076","1464",,,,,,
"1712614948.289",,,,"1464","1052","1048","1092",,
"1712614948.29",,,,,,,,"1216",
"1712614948.31","1460","1076",,,,,,,
"1712614948.311",,,"1464","1468","1048","1048",,,
"1712614948.312",,,,,,,"1072","1188",
"1712614948.332","1460","1076",,,,,,,
"1712614948.333",,,"1464","1468","1048",,,,
"1712614948.334",,,,,,"1048","1060","1128",
"1712614948.354","1460",,,,,,,,
"1712614948.355",,"1076","1464","1464",,,,,
"1712614948.356",,,,,"1052","1048","1060","1100",
"1712614948.377","1460","1076","1464","1468",,,,,
"1712614948.378",,,,,"1048","1048","1060",,
"1712614948.379",,,,,,,,"1064",
"1712614948.399","1456","1080","1460",,,,,,
"1712614948.4",,,,"1468","1048","1052","1060",,
"1712614948.401",,,,,,,,"1060",
"1712614948.421","1460","1076",,,,,,,
"1712614948.422",,,"1464","1468","1052","1044",,,
"1712614948.423",,,,,,,"1060","1064",
"1712614948.443","1460",,,,,,,,
"1712614948.444",,"1076","1464","1464","1052",,,,
"1712614948.445",,,,,,"1048","1060","1060",
"1712614948.465","1460",,,,,,,,
"1712614948.466",,"1076","1464","1468",,,,,
"1712614948.467",,,,,"1048","1048","1060","1060",
"1712614948.488","1460","1076","1464",,,,,,
"1712614948.489",,,,"1464","1048","1048","1064",,
"1712614948.49",,,,,,,,"1060",
"1712614948.51","1456","1080","1460",,,,,,
"1712614948.511",,,,"1468","1048","1048",,,
"1712614948.512",,,,,,,"1060","1060",
"1712614948.532","1460","1076",,,,,,,
"1712614948.533",,,"1464","1468","1048",,,,
"1712614948.534",,,,,,"1048","1060","1060",
"1712614948.554","1460",,,,,,,,
"1712614948.555",,"1076","1464","1464","1048",,,,
"1712614948.556",,,,,,"1052","1060","1060",
"1712614948.577","1456","1076","1464","1468",,,,,
"1712614948.578",,,,,"1048","1048","1060","1064",
"1712614948.599","1460","1076","1464",,,,,,
"1712614948.6",,,,"1464","1052","1048","1060",,
"1712614948.601",,,,,,,,"1060",
"1712614948.621","1460","1076",,,,,,,
"1712614948.622",,,"1464","1464","1052","1048",,,
"1712614948.623",,,,,,,"1060","1064",
"1712614948.643","1460","1076",,,,,,,
"1712614948.644",,,"1464","1468","1048",,,,
"1712614948.645",,,,,,"1048","1060","1064",
"1712614948.665","1460",,,,,,,,
"1712614948.666",,"1076","1464","1468","1048",,,,
"1712614948.667",,,,,,"1052","1060","1060",
"1712614948.688","1460","1076","1464","1464",,,,,
"1712614948.689",,,,,"1048","1052","1060","1060",
"1712614948.71","1460","1080","1460",,,,,,
"1712614948.711",,,,"1468","1048","1048","1060",,
"1712614948.712",,,,,,,,"1060",
"1712614948.732","1460","1080",,,,,,,
"1712614948.733",,,"1464","1464","1048","1048",,,
"1712614948.734",,,,,,,"1060","1064",
"1712614948.754","1460","1076",,,,,,,
"1712614948.755",,,"1460","1468","1048",,,,
"1712614948.756",,,,,,"1048","1060","1064",
"1712614948.776","1460",,,,,,,,
"1712614948.777",,"1076","1464","1468","1048",,,,
"1712614948.778",,,,,,"1048","1060","1064",
"1712614948.799","1456","1080","1460","1468",,,,,
"1712614948.8",,,,,"1048","1048","1060",,
"1712614948.801",,,,,,,,"1060",
"1712614948.821","1460","1076","1464",,,,,,
"1712614948.822",,,,"1468","1048","1048",,,
"1712614948.823",,,,,,,"1060","1060",
"1712614948.843","1460","1076",,,,,,,
"1712614948.844",,,"1464","1464","1048","1052",,,
"1712614948.845",,,,,,,"1060","1060",
"1712614948.865","1460",,,,,,,,
"1712614948.866",,"1076","1468","1464","1048",,,,
"1712614948.867",,,,,,"1048","1060","1064",
"1712614948.887","1460",,,,,,,,
"1712614948.888",,"1076","1464","1468",,,,,
"1712614948.889",,,,,"1048","1048","1060","1060",
"1712614948.91","1456","1080","1464","1464",,,,,
"1712614948.911",,,,,"1048","1052","1060",,
"1712614948.912",,,,,,,,"1060",
"1712614948.932","1460","1076","1464",,,,,,
"1712614948.933",,,,"1468","1048","1048","1060",,
"1712614948.934",,,,,,,,"1072",
"1712614948.954","1456","1076",,,,,,,
"1712614948.955",,,"1464","1468","1048","1048",,,
"1712614948.956",,,,,,,"1064","1124",
"1712614948.976","1456",,,,,,,,
"1712614948.977",,"1076","1464","1468","1048",,,,
"1712614948.978",,,,,,"1048","1064","1152",
"1712614948.998","1460",,,,,,,,
"1712614948.999",,"1076","1460","1468",,,,,
"1712614949",,,,,"1052","1048","1092","1208",
"1712614949.021","1456","1076","1464",,,,,,
"1712614949.022",,,,"1464","1052","1048","1112",,
"1712614949.023",,,,,,,,"1236",
"1712614949.043","1460","1076","1460",,,,,,
"1712614949.044",,,,"1468","1048","1052",,,
"1712614949.045",,,,,,,"1148","1296",
"1712614949.065","1456","1080",,,,,,,
"1712614949.066",,,"1460","1464","1052","1048",,,
"1712614949.067",,,,,,,"1200","1392",
"1712614949.087","1460",,,,,,,,
"1712614949.088",,"1076","1464","1464","1048",,,,
"1712614949.089",,,,,,"1052","1220","1424",
"1712614949.11","1460","1076","1464","1468",,,,,
"1712614949.111",,,,,"1048","1048","1268","1472",
"1712614949.132","1456","1076","1464",,,,,,
"1712614949.133",,,,"1464","1052","1048","1300",,
"1712614949.134",,,,,,,,"1496",
"1712614949.154","1460","1076",,,,,,,
"1712614949.155",,,"1464","1464","1052","1048",,,
"1712614949.156",,,,,,,"1420","1532",
"1712614949.176","1456","1076",,,,,,,
"1712614949.177",,,"1464","1468","1048",,,,
"1712614949.178",,,,,,"1048","1500","1556",
"1712614949.198","1460",,,,,,,,
"1712614949.199",,"1076","1460","1468",,,,,
"1712614949.2",,,,,"1048","1048","1528","1624",
"1712614949.221","1460","1076","1464","1464",,,,,
"1712614949.222",,,,,"1048","1052","1584",,
"1712614949.223",,,,,,,,"1672",
"1712614949.243","1460","1076","1464",,,,,,
"1712614949.244",,,,"1464","1048","1052",,,
"1712614949.245",,,,,,,"1616","1692",
"1712614949.265","1456","1076",,,,,,,
"1712614949.266",,,"1464","1468","1048","1052",,,
"1712614949.267",,,,,,,"1672","1740",
"1712614949.287","1460",,,,,,,,
"1712614949.288",,"1080","1464","1464","1052",,,,
"1712614949.289",,,,,,"1048","1760","1816",
"1712614949.309","1460",,,,,,,,
"1712614949.31",,"1080","1460","1464",,,,,
"1712614949.311",,,,,"1052","1048","1780","1848",
"1712614949.332","1460","1076","1464","1464",,,,,
"1712614949.333",,,,,"1052","1048","1840",,
"1712614949.334",,,,,,,,"1880",
"1712614949.354","1460","1076","1464",,,,,,
"1712614949.355",,,,"1464","1052","1048",,,
"1712614949.356",,,,,,,"1872","1876",
"1712614949.376","1456","1080",,,,,,,
"1712614949.377",,,"1460","1468","1052","1048",,,
"1712614949.378",,,,,,,"1880","1876",
"1712614949.398","1460",,,,,,,,
"1712614949.399",,"1076","1464","1468","1048",,,,
"1712614949.4",,,,,,"1052","1876","1880",
"1712614949.42","1460",,,,,,,,
"1712614949.421",,"1076","1464","1468",,,,,
"1712614949.422",,,,,"1048","1048","1880","1876",
"1712614949.443","1456","1076","1464",,,,,,
"1712614949.444",,,,"1468","1048","1048","1880",,
"1712614949.445",,,,,,,,"1876",
"1712614949.465","1460","1076","1464",,,,,,
"1712614949.466",,,,"1468","1048","1048",,,
"1712614949.467",,,,,,,"1880","1876",
"1712614949.487","1460","1076",,,,,,,
"1712614949.488",,,"1464","1468","1048",,,,
"1712614949.489",,,,,,"1048","1880","1876",
"1712614949.509","1460",,,,,,,,
"1712614949.51",,"1076","1464","1468","1048",,,,
"1712614949.511",,,,,,"1048","1880","1876",
"1712614949.532","1460","1076","1464","1464",,,,,
"1712614949.533",,,,,"1048","1052","1876","1876",
"1712614949.554","1460","1076","1464",,,,,,
"1712614949.555",,,,"1464","1048","1052","1876",,
"1712614949.556",,,,,,,,"1876",
"1712614949.576","1460","1076",,,,,,,
"1712614949.577",,,"1464","1464","1048","1052",,,
"1712614949.578",,,,,,,"1876","1880",
"1712614949.598","1460","1080",,,,,,,
"1712614949.599",,,"1460","1468","1048",,,,
"1712614949.6",,,,,,"1048","1876","1880",
"1712614949.62","1460",,,,,,,,
"1712614949.621",,"1076","1464","1468","1048",,,,
"1712614949.622",,,,,,"1048","1880","1876",
"1712614949.643","1460","1076","1464","1464",,,,,
"1712614949.644",,,,,"1052","1048","1876",,
"1712614949.645",,,,,,,,"1880",
"1712614949.665","1460","1080","1460",,,,,,
"1712614949.666",,,,"1468","1048","1052","1876",,
"1712614949.667",,,,,,,,"1876",
"1712614949.687","1460","1076",,,,,,,
"1712614949.688",,,"1464","1468","1048","1048",,,
"1712614949.689",,,,,,,"1880","1876",
"1712614949.709","1456",,,,,,,,
"1712614949.71",,"1080","1464","1468","1044",,,,
"1712614949.711",,,,,,"1048","1880","1880",
"1712614949.731","1460",,,,,,,,
"1712614949.732",,"1076","1464","1464",,,,,
"1712614949.733",,,,,"1048","1052","1880","1876",
"1712614949.754","1460","1076","1464","1468",,,,,
"1712614949.755",,,,,"1048","1048","1880",,
"1712614949.756",,,,,,,,"1876",
"1712614949.776","1460","1076","1464",,,,,,
"1712614949.777",,,,"1468","1048","1048",,,
"1712614949.778",,,,,,,"1880","1876",
"1712614949.798","1460","1076",,,,,,,
"1712614949.799",,,"1464","1468","1048","1048",,,
"1712614949.8",,,,,,,"1876","1880",
"1712614949.82","1460",,,,,,,,
"1712614949.821",,"1080","1460","1468","1048",,,,
"1712614949.822",,,,,,"1048","1880","1880",
"1712614949.842","1460",,,,,,,,
"1712614949.843",,"1076","1464","1468",,,,,
"1712614949.844",,,,,"1048","1048","1876","1880",
"1712614949.865","1460","1076","1464",,,,,,
"1712614949.866",,,,"1468","1048","1048","1876",,
"1712614949.867",,,,,,,,"1880",
"1712614949.887","1460","1076","1464",,,,,,
"1712614949.888",,,,"1468","1048","1048",,,
"1712614949.889",,,,,,,"1876","1880",
"1712614949.909","1460","1076",,,,,,,
"1712614949.91",,,"1464","1464","1052",,,,
"1712614949.911",,,,,,"1048","1876","1876",
"1712614949.931","1460",,,,,,,,
"1712614949.932",,"1076","1464","1464","1048",,,,
"1712614949.933",,,,,,"1052","1876","1876",
"1712614949.954","1460","1076","1464","1464",,,,,
"1712614949.955",,,,,"1048","1048","1880","1876",
"1712614949.976","1460","1076","1464",,,,,,
"1712614949.977",,,,"1464","1048","1048","1880",,
"1712614949.978",,,,,,,,"1876",
"1712614949.998","1460","1080",,,,,,,
"1712614949.999",,,"1460","1468","1048","1048",,,
"1712614950",,,,,,,"1876","1876",
"1712614950.02","1464","1072",,,,,,,
"1712614950.021",,,"1464","1468","1048",,,,
"1712614950.022",,,,,,"1048","1852","1868",
"1712614950.042","1456",,,,,,,,
"1712614950.043",,"1080","1464","1464",,,,,
"1712614950.044",,,,,"1048","1052","1804","1844",
"1712614950.065","1460","1076","1464","1468",,,,,
"1712614950.066",,,,,"1048","1048","1780",,
"1712614950.067",,,,,,,,"1824",
"1712614950.087","1460","1076","1464",,,,,,
"1712614950.088",,,,"1468","1048","1048","1704",,
"1712614950.089",,,,,,,,"1800",
"1712614950.109","1460","1076",,,,,,,
"1712614950.11",,,"1464","1468","1048","1048",,,
"1712614950.111",,,,,,,"1664","1788",
"1712614950.131","1460","1076",,,,,,,
"1712614950.132",,,"1464","1468","1048",,,,
"1712614950.133",,,,,,"1048","1580","1764",
"1712614950.153","1460",,,,,,,,
"1712614950.154",,"1076","1464","1468","1048",,,,
"1712614950.155",,,,,,"1052","1492","1724",
"1712614950.176","1460","1076","1464","1468",,,,,
"1712614950.177",,,,,"1048","1048","1468",,
"1712614950.178",,,,,,,,"1712",
"1712614950.198","1460","1076","1464",,,,,,
"1712614950.199",,,,"1464","1048","1048","1420",,
"1712614950.2",,,,,,,,"1676",
"1712614950.22","1460","1076",,,,,,,
"1712614950.221",,,"1464","1468","1048","1048",,,
"1712614950.222",,,,,,,"1396","1656",
"1712614950.242","1460","1076",,,,,,,
"1712614950.243",,,"1464","1464","1048",,,,
"1712614950.244",,,,,,"1052","1348","1608",
"1712614950.264","1456",,,,,,,,
"1712614950.265",,"1080","1464","1464","1052",,,,
"1712614950.266",,,,,,"1048","1324","1584",
"1712614950.287","1460","1076","1464","1468",,,,,
"1712614950.288",,,,,"1048","1052","1280","1532",
"1712614950.309","1460","1080","1464",,,,,,
"1712614950.31",,,,"1464","1052","1048","1264",,
"1712614950.311",,,,,,,,"1504",
"1712614950.331","1460","1076",,,,,,,
"1712614950.332",,,"1464","1468","1048","1048",,,
"1712614950.333",,,,,,,"1220","1436",
"1712614950.353","1460","1076",,,,,,,
"1712614950.354",,,"1464","1472","1048",,,,
"1712614950.355",,,,,,"1048","1200","1400",
"1712614950.375","1460",,,,,,,,
"1712614950.376",,"1076","1464","1468","1052",,,,
"1712614950.377",,,,,,"1048","1164","1328",
"1712614950.398","1460","1076","1464","1468",,,,,
"1712614950.399",,,,,"1052","1048","1152","1292",
"1712614950.42","1460","1076","1464",,,,,,
"1712614950.421",,,,"1464","1052","1048","1092",,
"1712614950.422",,,,,,,,"1196",
"1712614950.442","1460","1076",,,,,,,
"1712614950.443",,,"1464","1468","1048","1048",,,
"1712614950.444",,,,,,,"1064","1112",
"1712614950.464","1460","1076",,,,,,,
"1712614950.465",,,"1464","1468","1048",,,,
"1712614950.466",,,,,,"1048","1060","1076",
"1712614950.486","1460",,,,,,,,
"1712614950.487",,"1076","1464","1464",,,,,
"1712614950.488",,,,,"1052","1048","1060","1060",
"1712614950.509","1460","1076","1464","1464",,,,,
"1712614950.51",,,,,"1052","1048","1060",,
"1712614950.511",,,,,,,,"1060",
"1712614950.531","1460","1076","1464",,,,,,
"1712614950.532",,,,"1468","1048","1048",,,
"1712614950.533",,,,,,,"1064","1060",
"1712614950.553","1460","1080",,,,,,,
"1712614950.554",,,"1460","1468","1052","1048",,,
"1712614950.555",,,,,,,"1060","1060",
"1712614950.575","1460",,,,,,,,
"1712614950.576",,"1076","1464","1468","1048",,,,
"1712614950.577",,,,,,"1048","1064","1060",
"1712614950.597","1460",,,,,,,,
"1712614950.598",,"1080","1460","1468",,,,,
"1712614950.599",,,,,"1052","1048","1060","1060",
"1712614950.62","1460","1076","1464","1468",,,,,
"1712614950.621",,,,,"1048","1048","1060",,
"1712614950.622",,,,,,,,"1064",
"1712614950.642","1460","1076","1464",,,,,,
"1712614950.643",,,,"1468","1048","1048",,,
"1712614950.644",,,,,,,"1060","1064",
"1712614950.664","1460","1076",,,,,,,
"1712614950.665",,,"1464","1468","1048","1048",,,
"1712614950.666",,,,,,,"1064","1060",
"1712614950.686","1460",,,,,,,,
"1712614950.687",,"1076","1464","1468","1048",,,,
"1712614950.688",,,,,,"1048","1064","1060",
"1712614950.708","1456",,,,,,,,
"1712614950.709",,"1080","1464","1464",,,,,
"1712614950.71",,,,,"1048","1052","1060","1060",
"1712614950.731","1460","1076","1464",,,,,,
"1712614950.732",,,,"1464","1048","1052","1060",,
"1712614950.733",,,,,,,,"1060",
"1712614950.753","1460","1076","1464",,,,,,
"1712614950.754",,,,"1464","1052","1048",,,
"1712614950.755",,,,,,,"1060","1060",
"1712614950.775","1460","1076",,,,,,,
"1712614950.776",,,"1464","1464","1052",,,,
"1712614950.777",,,,,,"1048","1060","1060",
"1712614950.797","1460",,,,,,,,
"1712614950.798",,"1076","1464","1468",,,,,
"1712614950.799",,,,,"1044","1052","1064","1056",
"1712614950.82","1460","1076","1464","1464",,,,,
"1712614950.821",,,,,"1052","1048","1060",,
"1712614950.822",,,,,,,,"1060",
"1712614950.842","1460","1076","1464",,,,,,
"1712614950.843",,,,"1464","1052","1048","1060",,
"1712614950.844",,,,,,,,"1060",
"1712614950.864","1456","1080",,,,,,,
"1712614950.865",,,"1460","1468","1048","1052",,,
"1712614950.866",,,,,,,"1060","1060",
"1712614950.886","1460","1080",,,,,,,
"1712614950.887",,,"1460","1468","1048",,,,
"1712614950.888",,,,,,"1048","1060","1060",
"1712614950.908","1460",,,,,,,,
"1712614950.909",,"1076","1464","1464",,,,,
"1712614950.91",,,,,"1048","1052","1060","1060",
"1712614950.931","1460","1076","1464","1464",,,,,
"1712614950.932",,,,,"1048","1048","1064",,
"1712614950.933",,,,,,,,"1060",
"1712614950.953","1456","1076","1464",,,,,,
"1712614950.954",,,,"1468","1052","1044","1064",,
"1712614950.955",,,,,,,,"1060",
"1712614950.975","1456","1080",,,,,,,
"1712614950.976",,,"1464","1464","1048","1048",,,
"1712614950.977",,,,,,,"1064","1060",
"1712614950.997","1460",,,,,,,,
"1712614950.998",,"1076","1464","1464","1052",,,,
"1712614950.999",,,,,,"1048","1104","1060",
"1712614951.019","1456",,,,,,,,
"1712614951.02",,"1076","1464","1464",,,,,
"1712614951.021",,,,,"1048","1052","1120","1068",
"1712614951.042","1460","1076","1464",,,,,,
"1712614951.043",,,,"1464","1052","1048","1160",,
"1712614951.051",,,,,,,,"1116",
"1712614951.064","1460","1076","1464",,,,,,
"1712614951.065",,,,"1468","1048","1048",,,
"1712614951.066",,,,,,,"1176","1144",
"1712614951.086","1460","1076",,,,,,,
"1712614951.087",,,"1464","1464","1052",,,,
"1712614951.088",,,,,,"1048","1220","1216",
"1712614951.108","1460",,,,,,,,
"1712614951.109",,"1072","1464","1468","1048",,,,
"1712614951.11",,,,,,"1048","1244","1276",
"1712614951.131","1460","1080","1460","1468",,,,,
"1712614951.132",,,,,"1048","1048","1260","1304",
"1712614951.153","1460","1076","1464",,,,,,
"1712614951.154",,,,"1468","1048","1048","1284",,
"1712614951.155",,,,,,,,"1360",
"1712614951.175","1460","1072",,,,,,,
"1712614951.176",,,"1464","1468","1048","1052",,,
"1712614951.177",,,,,,,"1296","1388",
"1712614951.197","1460","1076",,,,,,,
"1712614951.198",,,"1464","1468","1048",,,,
"1712614951.199",,,,,,"1048","1332","1440",
"1712614951.219","1460",,,,,,,,
"1712614951.22",,"1076","1464","1468","1048",,,,
"1712614951.221",,,,,,"1048","1380","1508",
"1712614951.242","1460","1072","1464","1468",,,,,
"1712614951.243",,,,,"1048","1052","1400","1532",
"1712614951.264","1460","1076","1464",,,,,,
"1712614951.265",,,,"1464","1052","1048","1464",,
"1712614951.266",,,,,,,,"1580",
"1712614951.286","1456","1076","1464",,,,,,
"1712614951.287",,,,"1468","1048","1048",,,
"1712614951.288",,,,,,,"1504","1604",
"1712614951.308","1460","1076",,,,,,,
"1712614951.309",,,"1464","1468","1048","1048",,,
"1712614951.31",,,,,,,"1560","1656",
"1712614951.33","1460",,,,,,,,
"1712614951.331",,"1076","1464","1464","1052",,,,
"1712614951.332",,,,,,"1048","1576","1688",
"1712614951.353","1460","1076","1464","1464",,,,,
"1712614951.354",,,,,"1052","1048","1616","1736",
"1712614951.375","1460","1076","1460",,,,,,
"1712614951.376",,,,"1468","1048","1052","1632",,
"1712614951.377",,,,,,,,"1760",
"1712614951.397","1460","1072","1464",,,,,,
"1712614951.398",,,,"1468","1048","1052",,,
"1712614951.399",,,,,,,"1676","1812",
"1712614951.419","1460","1076",,,,,,,
"1712614951.42",,,"1464","1464","1052","1048",,,
"1712614951.421",,,,,,,"1708","1836",
"1712614951.441","1460",,,,,,,,
"1712614951.442",,"1076","1464","1468","1048",,,,
"1712614951.443",,,,,,"1048","1792","1880",
"1712614951.464","1460","1076","1464","1468",,,,,
"1712614951.465",,,,,"1048","1048","1856","1876",
"1712614951.486","1460","1076","1464",,,,,,
"1712614951.487",,,,"1468","1048","1048","1880",,
"1712614951.488",,,,,,,,"1876",
"1712614951.508","1460","1076","1460",,,,,,
"1712614951.509",,,,"1468","1048","1052",,,
"1712614951.51",,,,,,,"1876","1876",
"1712614951.53","1460","1076",,,,,,,
"1712614951.531",,,"1464","1464","1052",,,,
"1712614951.532",,,,,,"1048","1876","1880",
"1712614951.56","1460","1076","1464","1464","1052","1048","1876","1880",
"1712614951.575","1460","1076","1464","1468",,,,,
"1712614951.576",,,,,"1048","1048","1880","1876",
"1712614951.597","1456","1076","1464",,,,,,
"1712614951.598",,,,"1468","1048","1048","1880",,
"1712614951.599",,,,,,,,"1876",
"1712614951.619","1460","1076",,,,,,,
"1712614951.62",,,"1460","1468","1048","1052",,,
"1712614951.621",,,,,,,"1876","1880",
"1712614951.641","1460","1076",,,,,,,
"1712614951.642",,,"1464","1468","1048",,,,
